bin	mis
AX-388561779	35	1.37488542621448
AX-600279771	36	0
AX-388278029	37	2.47479376718607
AX-612090098	38	3.02474793767186
AX-600381529	39	2.19981668194317
AX-600381564	39	7.3327222731439
AX-611878523	40	22.5481209899175
AX-600086128	40	0
AX-387767241	40	1.09990834097159
AX-601601639	41	0
AX-599537822	42	0.274977085242896
AX-386437095	43	0.274977085242896
AX-600599631	44	0.183318056828598
AX-601970788	44	7.4243813015582
AX-388338460	44	8.79926672777269
AX-389422729	45	6.04949587534372
AX-601970812	45	0.183318056828598
AX-601612267	46	18.3318056828598
AX-600583827	47	0.0916590284142988
AX-600583982	47	0.274977085242896
AX-612250619	48	4.85792850595784
AX-600600221	48	9.16590284142988
AX-600600245	48	13.7488542621448
AX-252027157	48	2.65811182401467
AX-601612297	48	0.0916590284142988
AX-600584303	49	0.641613198900092
AX-599925372	50	10.1741521539872
AX-601597246	51	15.032080659945
AX-252027971	52	4.03299725022915
AX-599925145	53	4.39963336388634
AX-605446252	53	3.02474793767186
AX-611685661	53	2.47479376718607
AX-599899294	53	1.55820348304308
AX-599924884	53	0.0916590284142988
AX-388244937	54	14.0238313473877
AX-386403147	55	0.549954170485793
AX-611093668	56	6.87442713107241
AX-601678611	57	4.30797433547204
AX-388358785	58	5.86617781851512
AX-602600273	58	2.47479376718607
AX-389352367	59	0.458295142071494
AX-600420780	60	3.02474793767186
AX-602296994	60	2.93308890925756
AX-606326419	60	3.75802016498625
AX-165891693	61	2.29147571035747
AX-601571210	62	14.8487626031164
AX-117403216	62	15.4903758020165
AX-601593298	63	14.5737855178735
AX-605397961	64	4.76626947754354
AX-599716927	64	2.56645279560037
AX-599717081	64	4.76626947754354
AX-599717122	64	4.76626947754354
AX-601593313	64	12.7406049495875
AX-389949144	64	0.183318056828598
AX-601849819	65	1.28322639780018
AX-601901377	66	2.29147571035747
AX-611814207	66	5.86617781851512
AX-611877977	66	2.74977085242896
AX-613285406	67	20.4399633363886
AX-388299071	67	6.14115490375802
AX-602214342	68	7.974335472044
AX-606524528	69	19.7066911090742
AX-602208765	70	2.74977085242896
AX-606513168	71	0
AX-602208774	72	1.74152153987168
AX-613286168	73	0.183318056828598
AX-613286248	73	6.87442713107241
AX-601643159	74	0.0916590284142988
AX-389276174	74	1.83318056828598
AX-613356729	75	3.48304307974335
AX-602214491	76	10.5407882676444
AX-602214533	77	2.65811182401467
AX-602208955	77	5.31622364802933
AX-606525513	77	16.5902841429881
AX-601646650	78	4.30797433547204
AX-611396084	79	3.94133822181485
AX-387830601	79	13.1072410632447
AX-600769394	80	2.74977085242896
AX-251999080	81	2.10815765352887
AX-600755405	82	2.29147571035747
AX-340397258	83	5.77451879010083
AX-601616458	84	4.39963336388634
AX-605797899	85	3.66636113657195
AX-601617858	86	0.641613198900092
AX-600816591	86	22.5481209899175
AX-606193568	86	12.5572868927589
AX-117407110	87	0.916590284142988
AX-601416321	88	6.50779101741522
AX-605797543	89	0.183318056828598
AX-601416638	90	0.183318056828598
AX-605805045	91	0.183318056828598
AX-601423295	91	9.44087992667278
AX-601417359	92	0.0916590284142988
AX-601628671	93	0.73327222731439
AX-613718437	94	44.179651695692
AX-614067716	94	2.10815765352887
AX-601672695	95	15.3987167736022
AX-602032179	96	1.19156736938588
AX-600964854	96	0.0916590284142988
AX-612472000	97	12.0989917506874
AX-600964924	97	0.366636113657195
AX-600976912	98	8.79926672777269
AX-612472530	99	14.2071494042163
AX-601622000	99	0.366636113657195
AX-602032290	100	5.86617781851512
AX-600965737	101	12.7406049495875
AX-601622013	101	10.8157653528873
AX-612472671	101	16.3153070577452
AX-600977305	102	24.6562786434464
AX-600977318	103	2.47479376718607
AX-600977375	103	0.458295142071494
AX-600977525	104	4.30797433547204
AX-605697888	105	0.0916590284142988
AX-614135311	106	11.4573785517874
AX-602412666	107	29.3308890925756
AX-389214229	108	4.58295142071494
AX-601610722	109	0
AX-600666097	110	2.56645279560037
AX-389085955	111	0.824931255728689
AX-601984617	112	17.9651695692026
AX-600666441	113	18.7901008249313
AX-386953533	114	15.4903758020165
AX-601614499	115	5.95783684692942
AX-613345185	116	2.38313473877177
AX-117424976	117	10.9074243813016
AX-606506935	117	3.94133822181485
AX-613274469	117	0
AX-613274309	117	0.274977085242896
AX-606506706	117	11.0907424381302
AX-606518115	117	9.89917506874427
AX-613343658	118	1.92483959670027
AX-612555406	118	5.40788267644363
AX-600980429	119	13.198900091659
AX-601622427	120	6.32447296058662
AX-600980835	120	0.183318056828598
AX-602032729	121	3.29972502291476
AX-601674133	122	13.198900091659
AX-601417812	123	2.74977085242896
AX-612887435	124	6.14115490375802
AX-601424193	125	1.00824931255729
AX-613604502	126	3.39138405132906
AX-602300306	126	2.38313473877177
AX-601666096	127	5.95783684692942
AX-601669187	127	11.1824014665445
AX-602382905	128	7.24106324472961
AX-613989985	129	0.183318056828598
AX-613989953	130	15.5820348304308
AX-614022875	131	0
AX-613989930	131	7.7910174152154
AX-613989684	132	1.74152153987168
AX-613989212	132	10.4491292392301
AX-602382667	132	0.0916590284142988
AX-614021952	132	8.70760769935839
AX-613734710	132	0
AX-601669141	133	3.48304307974335
AX-389480868	133	0
AX-613989381	133	1.37488542621448
AX-613989129	133	5.86617781851512
AX-613988950	134	6.23281393217232
AX-602382614	134	6.96608615948671
AX-601002660	135	5.77451879010083
AX-601002922	135	4.30797433547204
AX-601003021	136	0.458295142071494
AX-606225072	137	16.3153070577452
AX-601003253	137	0
AX-389889858	138	1.83318056828598
AX-601003889	138	14.115490375802
AX-387891286	139	0.183318056828598
AX-601014846	139	2.01649862511457
AX-605707231	139	0.183318056828598
AX-389090581	140	3.94133822181485
AX-612383142	140	14.2988084326306
AX-606186330	141	12.8322639780018
AX-600773321	141	16.6819431714024
AX-612382661	142	3.66636113657195
AX-602000925	143	20.7149404216315
AX-602000363	144	2.38313473877177
AX-600770204	145	9.34922089825848
AX-600769743	146	1.55820348304308
AX-389023757	147	1.55820348304308
AX-388599763	148	4.21631530705775
AX-600755654	148	1.46654445462878
AX-600204410	149	1.83318056828598
AX-388004516	149	3.48304307974335
AX-611954471	149	7.24106324472961
AX-388287525	150	18.1484876260312
AX-600184036	150	0.274977085242896
AX-600205598	150	5.31622364802933
AX-611887805	150	9.99083409715857
AX-601600289	151	0.0916590284142988
AX-600185076	152	2.65811182401467
AX-601604078	153	0
AX-600185433	154	14.3904674610449
AX-600206947	154	8.43263061411549
AX-600206812	155	2.84142988084326
AX-599895532	156	0.183318056828598
AX-605432837	156	8.98258478460128
AX-601620283	156	0.549954170485793
AX-601052463	156	11.7323556370302
AX-606047863	157	8.52428964252979
AX-606234690	157	2.29147571035747
AX-601041112	158	8.89092575618698
AX-605707604	158	1.00824931255729
AX-601040951	159	3.66636113657195
AX-388256408	160	5.04124656278643
AX-388825172	160	0.274977085242896
AX-387949565	160	7.14940421631531
AX-601620250	160	3.29972502291476
AX-613349830	161	9.07424381301558
AX-602207782	162	2.84142988084326
AX-601642975	162	27.5893675527039
AX-601642961	163	0.0916590284142988
AX-606509968	163	10.9074243813016
AX-606510130	163	11.3657195233731
AX-606510456	164	1.09990834097159
AX-606522222	164	21.3565536205316
AX-388118098	165	44.6379468377635
AX-601519374	165	15.2153987167736
AX-611534144	166	8.43263061411549
AX-601587033	166	9.53253895508708
AX-605382501	166	10.6324472960587
AX-600333169	166	0.0916590284142988
AX-600333026	166	0.183318056828598
AX-602154343	166	0.274977085242896
AX-389182017	166	21.9981668194317
AX-601638106	166	0.549954170485793
AX-606369039	166	1.74152153987168
AX-613019297	166	3.29972502291476
AX-606381777	166	15.4903758020165
AX-606371309	166	37.7635197066911
AX-602150271	166	6.14115490375802
AX-388940805	166	3.11640696608616
AX-602151126	166	4.85792850595784
AX-602151247	166	2.93308890925756
AX-613098868	166	0
AX-389626596	166	0.274977085242896
AX-613947192	166	7.6076993583868
AX-599952290	166	11.9156736938588
AX-601878046	166	6.59945004582951
AX-389202403	166	3.20806599450046
AX-602166412	166	2.84142988084326
AX-602411115	166	0.916590284142988
AX-614142125	166	0.183318056828598
AX-601515720	166	6.96608615948671
AX-611851630	166	2.65811182401467
AX-600136520	166	8.43263061411549
AX-600159617	166	0.458295142071494
AX-600160492	166	4.76626947754354
AX-600161137	166	1.64986251145738
AX-600161221	166	0.0916590284142988
AX-600162793	166	17.781851512374
AX-611921719	166	0.641613198900092
AX-601909425	166	2.74977085242896
AX-605503495	166	10.6324472960587
AX-602103213	166	0.641613198900092
AX-388295055	166	3.66636113657195
AX-612904227	166	3.57470210815765
AX-605810986	166	0.458295142071494
AX-602103793	166	0.0916590284142988
AX-605811271	166	6.41613198900092
AX-601447359	166	0.0916590284142988
AX-606628203	166	0.0916590284142988
AX-613527203	166	2.56645279560037
AX-602254569	166	0
AX-387837698	166	12.5572868927589
AX-602254490	166	5.13290559120073
AX-613524881	166	0.0916590284142988
AX-613469287	166	1.28322639780018
AX-601648116	166	0.0916590284142988
AX-389260853	167	0.366636113657195
AX-599622891	167	3.20806599450046
AX-605537159	167	4.85792850595784
AX-600332506	167	2.84142988084326
AX-389861094	167	6.32447296058662
AX-606368988	167	0.274977085242896
AX-613088620	167	25.0229147571036
AX-601638123	167	0.0916590284142988
AX-601638129	167	0
AX-606379719	167	0
AX-602154478	167	4.58295142071494
AX-606379841	167	0.274977085242896
AX-601634505	167	1.74152153987168
AX-613022238	167	22.1814848762603
AX-613022538	167	9.07424381301558
AX-602149888	167	12.9239230064161
AX-601638305	167	0
AX-613025918	167	32.1723189734189
AX-389845353	167	0.183318056828598
AX-613029527	167	0.0916590284142988
AX-389610700	167	1.64986251145738
AX-602157759	167	2.74977085242896
AX-613914257	167	4.21631530705775
AX-611778479	167	2.10815765352887
AX-601594739	167	1.74152153987168
AX-599952342	167	0.183318056828598
AX-599977392	167	6.96608615948671
AX-599978420	167	11.1824014665445
AX-602168232	167	36.5719523373052
AX-602118126	167	0.366636113657195
AX-600134428	167	11.1824014665445
AX-601908189	167	2.01649862511457
AX-387814677	167	6.14115490375802
AX-601908288	167	26.2144821264895
AX-611921062	167	2.19981668194317
AX-389888242	167	6.04949587534372
AX-601909551	167	0.274977085242896
AX-611856916	167	3.20806599450046
AX-601629166	167	0.458295142071494
AX-602103247	167	2.65811182401467
AX-388131972	167	2.19981668194317
AX-601438412	167	2.19981668194317
AX-601438821	167	1.09990834097159
AX-601438928	167	3.20806599450046
AX-601439062	167	3.39138405132906
AX-601445151	167	11.0907424381302
AX-612834103	167	19.2483959670028
AX-601445678	167	2.56645279560037
AX-606308198	167	2.38313473877177
AX-602103769	167	1.74152153987168
AX-601446341	167	11.4573785517874
AX-601629237	167	0.641613198900092
AX-601632968	167	11.4573785517874
AX-602108249	167	6.78276810265811
AX-601447391	167	21.9065077910174
AX-606628121	167	7.24106324472961
AX-606627902	167	0.641613198900092
AX-613472624	167	12.282309807516
AX-602259982	167	4.03299725022915
AX-613524995	167	0.916590284142988
AX-606625693	167	1.09990834097159
AX-388331448	167	7.05774518790101
AX-613468822	167	9.25756186984418
AX-602253493	167	3.75802016498625
AX-602253410	167	1.74152153987168
AX-599977645	168	17.3235563703025
AX-605452461	168	16.6819431714024
AX-600154093	168	21.3565536205316
AX-605810387	168	9.16590284142988
AX-602103592	168	13.8405132905591
AX-389057711	168	22.7314390467461
AX-602103965	168	14.0238313473877
AX-613521598	168	17.4152153987168
AX-602253269	168	10.6324472960587
AX-606623428	168	17.8735105407883
AX-602170276	169	13.198900091659
AX-602103933	169	42.9880843263061
AX-611918994	170	54.5371219065078
AX-613521203	171	0.73327222731439
AX-602253220	171	4.67461044912924
AX-613520509	171	0.274977085242896
AX-601648059	171	4.21631530705775
AX-606610746	171	17.6901924839597
AX-613464873	171	11.3657195233731
AX-605522677	171	6.14115490375802
AX-600244457	171	1.74152153987168
AX-606610827	172	7.6993583868011
AX-389957022	172	4.21631530705775
AX-601651311	173	24.9312557286893
AX-601188155	174	1.92483959670027
AX-601180303	174	0.183318056828598
AX-601179767	175	0
AX-602059579	175	4.76626947754354
AX-606259400	175	0.183318056828598
AX-601677280	176	2.29147571035747
AX-387689971	176	2.47479376718607
AX-612651885	177	1.92483959670027
AX-612580670	178	6.04949587534372
AX-601112648	178	3.66636113657195
AX-605721142	179	1.46654445462878
AX-601102357	179	3.66636113657195
AX-601102355	179	13.3822181484876
AX-602045817	180	7.4243813015582
AX-602047800	180	0.0916590284142988
AX-388312449	181	7.14940421631531
AX-602045749	182	0
AX-612578664	183	25.1145737855179
AX-614102847	184	0.549954170485793
AX-614102695	185	3.29972502291476
AX-612009707	186	37.121906507791
AX-600366749	187	8.34097158570119
AX-600366962	187	3.20806599450046
AX-387901995	187	2.65811182401467
AX-601604439	187	4.39963336388634
AX-389299151	187	0.641613198900092
AX-600350578	187	11.3657195233731
AX-600350590	187	56.6452795600367
AX-600351254	187	6.14115490375802
AX-605552421	188	0.458295142071494
AX-600367586	188	2.19981668194317
AX-606128511	188	14.5737855178735
AX-601604444	188	1.55820348304308
AX-600369400	188	1.00824931255729
AX-605546059	188	10.1741521539872
AX-389299157	188	1.64986251145738
AX-600369538	188	2.38313473877177
AX-388338319	188	5.86617781851512
AX-612012331	188	1.83318056828598
AX-612012334	188	17.0485792850596
AX-600370309	188	9.80751604032997
AX-600123504	189	0.274977085242896
AX-611890871	190	1.74152153987168
AX-602233726	191	13.198900091659
AX-606569848	192	2.38313473877177
AX-602228235	193	6.23281393217232
AX-606557392	194	0
AX-602233486	194	0.183318056828598
AX-606569125	195	4.39963336388634
AX-613365579	195	1.09990834097159
AX-387830854	195	0.183318056828598
AX-602233239	195	2.10815765352887
AX-388891320	196	12.5572868927589
AX-387836344	196	1.46654445462878
AX-387830856	196	8.15765352887259
AX-606556373	197	2.84142988084326
AX-601645026	197	0.274977085242896
AX-613363673	197	0.549954170485793
AX-387936548	197	2.19981668194317
AX-606567899	197	2.47479376718607
AX-602227560	197	12.7406049495875
AX-613433719	198	6.87442713107241
AX-613363796	198	0.0916590284142988
AX-601645017	198	6.78276810265811
AX-389973870	198	0.0916590284142988
AX-613362690	198	5.04124656278643
AX-602232926	199	20.8065994500458
AX-602227398	199	1.19156736938588
AX-613432353	200	1.83318056828598
AX-388280007	200	0.0916590284142988
AX-602232761	201	0.0916590284142988
AX-602227288	201	1.09990834097159
AX-601644929	201	3.66636113657195
AX-601648202	201	2.47479376718607
AX-613987324	201	2.38313473877177
AX-601644892	202	1.55820348304308
AX-601648216	203	0.549954170485793
AX-601648206	203	5.31622364802933
AX-388321433	203	3.57470210815765
AX-613430863	204	15.6736938588451
AX-601665733	205	10.8157653528873
AX-388767107	206	1.09990834097159
AX-117424062	206	15.8570119156737
AX-613986399	207	14.4821264894592
AX-388067257	208	4.12465627864345
AX-613700099	209	0.183318056828598
AX-614018794	210	19.6150320806599
AX-613904680	210	6.04949587534372
AX-614018770	211	30.8890925756187
AX-612775867	211	50.4124656278643
AX-601298343	211	28.3226397800183
AX-601601550	211	25.9395050412466
AX-613904764	212	7.974335472044
AX-601664597	213	0.0916590284142988
AX-613905511	213	20.3483043079743
AX-613665897	213	2.65811182401467
AX-601664614	214	3.66636113657195
AX-613665851	214	1.37488542621448
AX-388442498	214	41.1549037580202
AX-389676081	214	3.48304307974335
AX-613872400	214	1.19156736938588
AX-613872498	214	0.73327222731439
AX-606081920	215	11.0907424381302
AX-606073953	216	1.00824931255729
AX-605482934	216	4.39963336388634
AX-600104831	216	4.39963336388634
AX-600104975	217	13.198900091659
AX-600381197	218	29.8808432630614
AX-600361890	219	15.948670944088
AX-605548820	220	0.0916590284142988
AX-388903401	221	0
AX-117411145	222	5.86617781851512
AX-612088835	223	10.4491292392301
AX-601939556	223	0.549954170485793
AX-600360777	223	0.183318056828598
AX-600379957	224	2.01649862511457
AX-600360465	225	5.13290559120073
AX-601608452	225	1.37488542621448
AX-388421745	226	2.93308890925756
AX-600379433	226	0.458295142071494
AX-613127472	227	13.0155820348304
AX-612784581	227	6.87442713107241
AX-600443085	227	2.29147571035747
AX-173188418	227	0.641613198900092
AX-601277540	228	0.0916590284142988
AX-601285546	228	4.30797433547204
AX-601629905	229	0.549954170485793
AX-601277946	230	2.74977085242896
AX-601278478	231	3.84967919340055
AX-601629926	231	5.86617781851512
AX-601278896	231	5.77451879010083
AX-605764702	232	0.549954170485793
AX-601287523	233	8.98258478460128
AX-601629971	234	14.115490375802
AX-389937349	235	4.49129239230064
AX-601280365	235	5.31622364802933
AX-602077062	236	3.39138405132906
AX-601629987	237	1.64986251145738
AX-601288654	238	0.274977085242896
AX-612717333	239	18.1484876260312
AX-601289003	240	0
AX-613537577	241	4.58295142071494
AX-602263626	241	12.8322639780018
AX-601648831	241	2.47479376718607
AX-601648876	241	15.2153987167736
AX-613486016	241	0.366636113657195
AX-613486370	241	17.2318973418882
AX-613486175	242	2.47479376718607
AX-613486409	242	2.10815765352887
AX-613486181	243	19.7983501374885
AX-602258519	243	7.6076993583868
AX-601652124	244	9.07424381301558
AX-606636740	244	0.274977085242896
AX-602759527	244	5.31622364802933
AX-606636678	245	3.57470210815765
AX-602764981	245	7.974335472044
AX-600448460	246	0.183318056828598
AX-605903040	247	0.183318056828598
AX-605903105	248	7.14940421631531
AX-605314020	249	3.11640696608616
AX-601580527	250	1.09990834097159
AX-601240089	251	0.0916590284142988
AX-601232150	252	0
AX-601232170	252	2.29147571035747
AX-613729559	253	0.274977085242896
AX-601567807	254	17.4152153987168
AX-601567803	254	17.8735105407883
AX-601703599	255	2.84142988084326
AX-601567767	256	1.46654445462878
AX-601572036	257	0
AX-611150545	258	19.4317140238313
AX-611150469	259	11.6406966086159
AX-611155015	260	3.48304307974335
AX-601706581	261	2.93308890925756
AX-388124426	261	1.37488542621448
AX-602554701	262	3.02474793767186
AX-602549469	263	0.549954170485793
AX-601571982	263	0.274977085242896
AX-601567700	264	8.79926672777269
AX-602554311	265	0.0916590284142988
AX-600856469	265	44.179651695692
AX-388390208	266	1.83318056828598
AX-117397799	267	0.183318056828598
AX-612447075	267	10.5407882676444
AX-388323529	268	6.96608615948671
AX-600856867	268	0
AX-600844077	268	7.7910174152154
AX-600843766	269	7.4243813015582
AX-600857175	269	1.46654445462878
AX-612447568	269	0.0916590284142988
AX-600857458	270	0.0916590284142988
AX-600857613	271	4.49129239230064
AX-600844702	272	0.183318056828598
AX-605667736	273	18.4234647112741
AX-612378414	273	6.04949587534372
AX-117400909	274	2.01649862511457
AX-612448212	274	0.183318056828598
AX-605667823	275	1.55820348304308
AX-612448307	276	18.4234647112741
AX-612448409	276	3.94133822181485
AX-605660872	277	15.7653528872594
AX-389023384	278	0
AX-605668093	279	1.19156736938588
AX-600859155	280	69.7525206232814
AX-602543217	281	2.10815765352887
AX-388141813	282	3.48304307974335
AX-602543891	283	0
AX-602549410	284	9.25756186984418
AX-611150101	285	51.6956920256645
AX-601703902	286	0.0916590284142988
AX-605256389	286	3.02474793767186
AX-614143268	286	15.6736938588451
AX-613737914	286	1.74152153987168
AX-601675595	286	2.19981668194317
AX-613771609	286	18.4234647112741
AX-614142673	286	3.57470210815765
AX-601700739	287	0.0916590284142988
AX-601567592	287	0
AX-602545378	287	15.6736938588451
AX-602550675	287	4.49129239230064
AX-614142905	287	1.09990834097159
AX-613212161	288	17.1402383134739
AX-601640708	289	0.274977085242896
AX-601640686	289	2.65811182401467
AX-606484256	290	25.2978918423465
AX-602198587	290	21.8148487626031
AX-601644033	291	3.48304307974335
AX-388004827	292	6.32447296058662
AX-606471761	293	0.824931255728689
AX-601644001	293	9.62419798350138
AX-613210220	294	0.824931255728689
AX-613209813	295	16.1319890009166
AX-606471454	295	1.64986251145738
AX-606493910	295	22.7314390467461
AX-606504797	295	0
AX-599790799	295	0.274977085242896
AX-606471392	296	18.0568285976169
AX-602201683	296	21.2648945921173
AX-613320776	297	7.14940421631531
AX-601645349	297	3.29972502291476
AX-388410598	298	0.183318056828598
AX-601641956	298	4.49129239230064
AX-614070693	299	29.147571035747
AX-613718930	300	1.83318056828598
AX-614104614	301	0
AX-613894538	302	15.7653528872594
AX-601660648	302	2.19981668194317
AX-613662821	302	5.86617781851512
AX-613894033	303	10.1741521539872
AX-602337910	304	1.09990834097159
AX-601439749	305	12.5572868927589
AX-612899456	306	3.48304307974335
AX-606307018	306	3.02474793767186
AX-602106884	307	24.3813015582035
AX-601438547	308	13.198900091659
AX-605801619	308	6.04949587534372
AX-601432146	308	23.7396883593034
AX-605801592	309	0.183318056828598
AX-602102452	310	20.9899175068744
AX-601628965	311	17.3235563703025
AX-605808782	311	5.04124656278643
AX-601431504	311	0
AX-601431489	311	11.2740604949588
AX-601431483	311	8.89092575618698
AX-601437350	312	1.37488542621448
AX-612897649	313	3.84967919340055
AX-601430771	314	7.05774518790101
AX-614079051	315	2.38313473877177
AX-601330484	316	8.43263061411549
AX-601630886	316	0.0916590284142988
AX-388043664	316	2.01649862511457
AX-601630892	316	12.5572868927589
AX-601331043	316	39.6883593033914
AX-601627180	316	10.2658111824015
AX-601630880	317	1.46654445462878
AX-602085725	317	2.65811182401467
AX-388400139	317	0.0916590284142988
AX-601338050	317	16.6819431714024
AX-388400118	317	0.183318056828598
AX-388400123	317	6.59945004582951
AX-601330916	318	3.20806599450046
AX-388922626	318	1.83318056828598
AX-601331024	318	2.01649862511457
AX-601331065	318	4.21631530705775
AX-601331199	318	14.3904674610449
AX-601338516	318	0.0916590284142988
AX-600978727	319	3.57470210815765
AX-600978735	319	2.74977085242896
AX-601618416	319	3.66636113657195
AX-117407970	319	0.366636113657195
AX-389447382	320	11.0907424381302
AX-602031074	320	6.78276810265811
AX-612544925	321	12.282309807516
AX-605983925	322	25.9395050412466
AX-605376433	322	26.8560953253895
AX-388360990	322	1.28322639780018
AX-599628078	322	10.0824931255729
AX-605984186	323	1.83318056828598
AX-605968409	323	22.9147571035747
AX-614008181	324	11.8240146654445
AX-605375303	325	3.20806599450046
AX-387696833	326	16.7736021998167
AX-387912175	326	2.29147571035747
AX-602611875	327	6.41613198900092
AX-605268227	328	0.274977085242896
AX-602612382	329	1.19156736938588
AX-601728319	330	4.58295142071494
AX-611197781	330	4.58295142071494
AX-602607714	331	30.2474793767186
AX-601728402	332	4.03299725022915
AX-605872919	333	5.86617781851512
AX-601984645	334	6.78276810265811
AX-389852799	334	1.55820348304308
AX-612182101	335	4.12465627864345
AX-601588137	336	0.0916590284142988
AX-599700916	336	9.16590284142988
AX-602057407	337	10.9074243813016
AX-172992937	337	0
AX-601168728	338	0.183318056828598
AX-601177311	339	12.9239230064161
AX-601176956	339	0.0916590284142988
AX-601177116	340	25.0229147571036
AX-605956415	341	0
AX-601830208	342	0.73327222731439
AX-601830147	342	0.0916590284142988
AX-599614717	342	4.49129239230064
AX-599594457	342	0
AX-599595273	343	1.09990834097159
AX-599614761	343	2.84142988084326
AX-599594426	343	3.48304307974335
AX-599594201	343	4.21631530705775
AX-601586330	344	8.79926672777269
AX-601586329	344	3.57470210815765
AX-599594138	345	1.92483959670027
AX-611510916	346	16.2236480293309
AX-599614088	346	1.92483959670027
AX-601829862	346	18.2401466544455
AX-599592898	346	0
AX-599592541	346	0.0916590284142988
AX-599612591	346	15.4903758020165
AX-390147455	347	3.57470210815765
AX-388256277	347	1.92483959670027
AX-601828283	347	1.09990834097159
AX-611475273	347	8.0659945004583
AX-389227143	347	0
AX-389241413	347	0
AX-599611718	347	1.09990834097159
AX-601590293	347	3.84967919340055
AX-389296864	347	3.11640696608616
AX-387951819	348	2.47479376718607
AX-387948816	348	0.0916590284142988
AX-611509604	348	22.2731439046746
AX-601829562	348	0.549954170485793
AX-599591650	348	16.9569202566453
AX-599591638	348	1.46654445462878
AX-388083384	348	3.11640696608616
AX-605954976	348	4.67461044912924
AX-601828027	348	8.0659945004583
AX-601828126	349	47.846012832264
AX-599610366	350	7.7910174152154
AX-389649783	350	2.74977085242896
AX-389664574	350	6.96608615948671
AX-601827952	351	0
AX-601586188	351	64.711274060495
AX-605366826	352	0.641613198900092
AX-605373901	352	9.99083409715857
AX-599588945	352	3.66636113657195
AX-388332940	352	2.38313473877177
AX-599608254	352	3.29972502291476
AX-611472724	352	0.274977085242896
AX-601827882	353	0.366636113657195
AX-389938358	353	2.74977085242896
AX-388332928	353	1.55820348304308
AX-605239898	354	3.94133822181485
AX-601615035	355	7.7910174152154
AX-600841789	356	0
AX-389207195	357	7.6076993583868
AX-605390477	358	5.68285976168653
AX-611560389	359	3.66636113657195
AX-599658434	360	7.6993583868011
AX-605390616	361	0.183318056828598
AX-599658587	362	11.3657195233731
AX-599685578	362	14.2071494042163
AX-599686336	363	11.5490375802017
AX-601838291	364	0.183318056828598
AX-599660732	365	17.8735105407883
AX-388672923	365	4.85792850595784
AX-601581057	365	8.52428964252979
AX-602767831	365	4.03299725022915
AX-605323515	366	2.74977085242896
AX-388335848	367	0.0916590284142988
AX-612545436	367	7.5160403299725
AX-600968649	367	0
AX-612474983	368	14.7571035747021
AX-600968713	368	18.0568285976169
AX-600980359	369	6.87442713107241
AX-601622123	369	11.4573785517874
AX-602032640	370	2.38313473877177
AX-612546037	370	0.183318056828598
AX-389654722	371	2.19981668194317
AX-599607648	372	5.77451879010083
AX-389625470	372	15.5820348304308
AX-599629171	373	12.3739688359303
AX-599629169	373	0.0916590284142988
AX-599629112	373	9.44087992667278
