AX-600458532	PS_chr01	74840256
AX-601610388	PS_chr01	75352054
AX-117427421	PS_chr01	76980505
AX-601660322	PS_chr01	76982699
AX-601660330	PS_chr01	77374830
AX-601656899	PS_chr01	77376524
AX-606771840	PS_chr01	80381437
AX-601656906	PS_chr01	80386088
AX-601656911	PS_chr01	80389930
AX-388263986	PS_chr01	81172382
AX-602315250	PS_chr01	81213671
AX-389567532	PS_chr01	81222216
AX-602309831	PS_chr01	81738875
AX-117417569	PS_chr01	81926687
AX-613664053	PS_chr01	81965048
AX-606772071	PS_chr01	82069229
AX-602309872	PS_chr01	82070871
AX-613664138	PS_chr01	82204268
AX-387996269	PS_chr01	82373577
AX-606758688	PS_chr01	82380920
AX-613664186	PS_chr01	82383009
AX-613629825	PS_chr01	82390778
AX-606758712	PS_chr01	82478865
AX-602309917	PS_chr01	82491448
AX-613664292	PS_chr01	83064150
AX-602309964	PS_chr01	83070907
AX-606758817	PS_chr01	83767811
AX-605544081	PS_chr01	84130809
AX-600360793	PS_chr01	84659588
AX-387731529	PS_chr01	84705342
AX-600360667	PS_chr01	89108444
AX-601937397	PS_chr01	89631285
AX-601937386	PS_chr01	89665633
AX-600341073	PS_chr01	89681967
AX-601937812	PS_chr01	89683741
AX-600360492	PS_chr01	90009315
AX-605543964	PS_chr01	90242149
AX-605550739	PS_chr01	90322665
AX-601607976	PS_chr01	91046679
AX-600340852	PS_chr01	91772289
AX-612004402	PS_chr01	91848191
AX-600340765	PS_chr01	92133200
AX-600360184	PS_chr01	92180927
AX-600360179	PS_chr01	92185255
AX-605550644	PS_chr01	92268516
AX-605550622	PS_chr01	92373884
AX-600360062	PS_chr01	92374788
AX-600360036	PS_chr01	92478319
AX-605550573	PS_chr01	92849125
AX-612072671	PS_chr01	93514934
AX-600340261	PS_chr01	93845591
AX-601937724	PS_chr01	93880995
AX-601937720	PS_chr01	93955223
AX-601604220	PS_chr01	94140845
AX-600339977	PS_chr01	94652045
AX-600359411	PS_chr01	94677843
AX-600339965	PS_chr01	94694043
AX-612003652	PS_chr01	94932664
AX-600359291	PS_chr01	94948663
AX-601937683	PS_chr01	94999963
AX-601937677	PS_chr01	95132789
AX-601937246	PS_chr01	95222505
AX-600359189	PS_chr01	95573513
AX-612003559	PS_chr01	95593228
AX-601937241	PS_chr01	95694378
AX-600359147	PS_chr01	95711630
AX-600359143	PS_chr01	95723479
AX-612003352	PS_chr01	96367022
AX-601604215	PS_chr01	97395010
AX-600339408	PS_chr01	97451858
AX-600358652	PS_chr01	98130060
AX-600338895	PS_chr01	98702394
AX-601937525	PS_chr01	98714185
AX-601937503	PS_chr01	99159189
AX-600358002	PS_chr01	99669972
AX-605550052	PS_chr01	99670010
AX-601604207	PS_chr01	99682974
AX-600338374	PS_chr01	100196944
AX-612070990	PS_chr01	100200588
AX-600338359	PS_chr01	100250087
AX-600338229	PS_chr01	100771398
AX-601937398	PS_chr01	101641654
AX-600337932	PS_chr01	101736634
AX-612002029	PS_chr01	101747104
AX-600357344	PS_chr01	101881933
AX-612070563	PS_chr01	102223857
AX-600337737	PS_chr01	103073789
AX-601604202	PS_chr01	103093407
AX-600337503	PS_chr01	104474744
AX-600337478	PS_chr01	104507719
AX-600337361	PS_chr01	104754475
AX-612001406	PS_chr01	105213207
AX-601607924	PS_chr01	105316216
AX-601936852	PS_chr01	105317111
AX-600337114	PS_chr01	105329192
AX-606118240	PS_chr01	105330934
AX-606126502	PS_chr01	105343339
AX-605542881	PS_chr01	105428413
AX-612001324	PS_chr01	105555588
AX-606118148	PS_chr01	106191166
AX-606126406	PS_chr01	106256473
AX-606118129	PS_chr01	106664123
AX-600336774	PS_chr01	106703180
AX-612069779	PS_chr01	106819420
AX-600356192	PS_chr01	106845596
AX-601604174	PS_chr01	106960866
AX-612069699	PS_chr01	107199578
AX-606118090	PS_chr01	107223640
AX-600356034	PS_chr01	107228255
AX-601936773	PS_chr01	107231050
AX-600356023	PS_chr01	107245379
AX-601365508	PS_chr01	114894416
AX-601365505	PS_chr01	114895430
AX-601365494	PS_chr01	114924157
AX-605792551	PS_chr01	115656413
AX-117402466	PS_chr01	116967667
AX-601365300	PS_chr01	116971204
AX-601365248	PS_chr01	117353132
AX-601365204	PS_chr01	117523770
AX-602092974	PS_chr01	117591474
AX-601372120	PS_chr01	117656958
AX-601365098	PS_chr01	118122246
AX-388223714	PS_chr01	118248859
AX-601372050	PS_chr01	118277911
AX-602089303	PS_chr01	118309819
AX-605792475	PS_chr01	118347194
AX-605282873	PS_chr01	119247232
AX-365972904	PS_chr01	119250321
AX-388606044	PS_chr01	119250556
AX-117396913	PS_chr01	119250639
AX-605832361	PS_chr01	131905145
AX-389730971	PS_chr01	132934334
AX-387949687	PS_chr01	132936462
AX-601929342	PS_chr01	135702772
AX-600299444	PS_chr01	135993651
AX-601929952	PS_chr01	136085900
AX-612024813	PS_chr01	136090989
AX-601606141	PS_chr01	136091235
AX-600279296	PS_chr01	136091503
AX-389627833	PS_chr01	136344871
AX-600299518	PS_chr01	136347206
AX-601929961	PS_chr01	136348241
AX-605528947	PS_chr01	136349195
AX-601602425	PS_chr01	136871478
AX-606108612	PS_chr01	137578251
AX-600299642	PS_chr01	137597798
AX-612024947	PS_chr01	138595022
AX-611956187	PS_chr01	138633368
AX-606116821	PS_chr01	138732457
AX-388561779	PS_chr01	139072385
AX-605529025	PS_chr01	141464140
AX-600299858	PS_chr01	141568048
AX-605535832	PS_chr01	141571401
AX-600279747	PS_chr01	141710708
AX-600279771	PS_chr01	142041383
AX-600279780	PS_chr01	142375146
AX-388278029	PS_chr01	142435490
AX-600279898	PS_chr01	142777598
AX-600279964	PS_chr01	143312331
AX-600300193	PS_chr01	143415992
AX-600300242	PS_chr01	144250866
AX-600280056	PS_chr01	144441571
AX-601606156	PS_chr01	144513131
AX-387509729	PS_chr01	144633197
AX-600280078	PS_chr01	144911901
AX-612090098	PS_chr01	152505357
AX-612090105	PS_chr01	152521943
AX-600362327	PS_chr01	153078962
AX-600381529	PS_chr01	153411159
AX-612090138	PS_chr01	153521163
AX-600381564	PS_chr01	153562216
AX-601604773	PS_chr01	154275725
AX-611659674	PS_chr01	167812722
AX-606082539	PS_chr01	174403194
AX-606082535	PS_chr01	174412309
AX-611878523	PS_chr01	174521652
AX-600086128	PS_chr01	174524517
AX-611814578	PS_chr01	174570976
AX-601901433	PS_chr01	174628177
AX-387767241	PS_chr01	175517713
AX-600433180	PS_chr01	176103376
AX-388084874	PS_chr01	176105142
AX-387978722	PS_chr01	176106000
AX-600085995	PS_chr01	180946022
AX-600085957	PS_chr01	181011926
AX-601601639	PS_chr01	181076220
AX-600108138	PS_chr01	181125583
AX-600108120	PS_chr01	181186786
AX-600085903	PS_chr01	181192066
AX-600446412	PS_chr01	192989394
AX-611468780	PS_chr01	202389515
AX-385685660	PS_chr01	202473558
AX-599537822	PS_chr01	202473801
AX-601588756	PS_chr01	202473921
AX-388669593	PS_chr01	202475342
AX-388669586	PS_chr01	202475438
AX-605936761	PS_chr01	202513108
AX-599552116	PS_chr01	202715101
AX-386437095	PS_chr01	202944795
AX-389099855	PS_chr01	202945006
AX-605353647	PS_chr01	203043877
AX-599552189	PS_chr01	204789052
AX-605953695	PS_chr01	205522279
AX-252018734	PS_chr01	205524102
AX-252018736	PS_chr01	205524148
AX-599537990	PS_chr01	205576736
AX-599537992	PS_chr01	205577255
AX-252019613	PS_chr01	205577677
AX-599552223	PS_chr01	205615195
AX-611468893	PS_chr01	206956744
AX-599552279	PS_chr01	206989507
AX-599552286	PS_chr01	207006439
AX-389046599	PS_chr01	210179661
AX-611468932	PS_chr01	213580817
AX-600599504	PS_chr01	227293954
AX-605597822	PS_chr01	228094819
AX-600599631	PS_chr01	229633077
AX-117409102	PS_chr01	229633219
AX-601970610	PS_chr01	229639755
AX-600599654	PS_chr01	229658811
AX-389422729	PS_chr01	229705149
AX-388499705	PS_chr01	229705389
AX-601970788	PS_chr01	229708533
AX-388338460	PS_chr01	230271321
AX-601970812	PS_chr01	230566209
AX-601612267	PS_chr01	231274210
AX-601970823	PS_chr01	231372647
AX-600583817	PS_chr01	231457529
AX-600583827	PS_chr01	231462813
AX-601612284	PS_chr01	231678526
AX-612250619	PS_chr01	231909644
AX-600600221	PS_chr01	231954225
AX-600584095	PS_chr01	231955739
AX-601612290	PS_chr01	231999988
AX-600600245	PS_chr01	232023659
AX-252027157	PS_chr01	236547552
AX-600440835	PS_chr01	236719003
AX-601612297	PS_chr01	236723728
AX-600584303	PS_chr01	240111859
AX-612182025	PS_chr01	240161560
AX-600584341	PS_chr01	240324548
AX-600600485	PS_chr01	240405132
AX-385759190	PS_chr01	240411560
AX-389562701	PS_chr01	240500501
AX-601635035	PS_chr01	242796518
AX-606390412	PS_chr01	242821112
AX-613038686	PS_chr01	243612508
AX-602153650	PS_chr01	243970254
AX-613038652	PS_chr01	243970733
AX-602159543	PS_chr01	243988331
AX-599925401	PS_chr01	252935611
AX-599925372	PS_chr01	253056135
AX-599899783	PS_chr01	253114451
AX-601597246	PS_chr01	253858835
AX-611685994	PS_chr01	257475875
AX-252027971	PS_chr01	258072850
AX-389461222	PS_chr01	258073674
AX-611740061	PS_chr01	258308134
AX-599899577	PS_chr01	258793080
AX-599925145	PS_chr01	259077513
AX-605446252	PS_chr01	259859948
AX-599899417	PS_chr01	259944461
AX-611685700	PS_chr01	259948653
AX-388244937	PS_chr01	260019942
AX-611685661	PS_chr01	260113923
AX-601870964	PS_chr01	260253483
AX-599899294	PS_chr01	260429938
AX-599924884	PS_chr01	260813788
AX-599924881	PS_chr01	262403243
AX-386403147	PS_chr01	282379968
AX-601640737	PS_chr01	282774969
AX-388422401	PS_chr01	282906632
AX-613283070	PS_chr01	284848989
AX-613212710	PS_chr01	285247022
AX-613282999	PS_chr01	285607154
AX-613212666	PS_chr01	285856179
AX-386216587	PS_chr01	286665877
AX-601563802	PS_chr01	286667554
AX-605852384	PS_chr01	286672875
AX-611094094	PS_chr01	286719201
AX-611093668	PS_chr01	286738858
AX-601678611	PS_chr01	286741354
AX-601568293	PS_chr01	312769277
AX-388475370	PS_chr01	313271282
AX-601678648	PS_chr01	313282761
AX-602478985	PS_chr01	313287805
AX-602484178	PS_chr01	313307968
AX-389356114	PS_chr01	313371956
AX-389719033	PS_chr01	313379364
AX-601682256	PS_chr01	313819152
AX-602479130	PS_chr01	313824998
AX-602484381	PS_chr01	314020911
AX-605844277	PS_chr01	314566106
AX-601563860	PS_chr01	314645391
AX-602604840	PS_chr01	320741112
AX-611191858	PS_chr01	320916838
AX-388358785	PS_chr01	320917066
AX-389352367	PS_chr01	320962427
AX-601575326	PS_chr01	321140890
AX-611200149	PS_chr01	321399015
AX-601571085	PS_chr01	321402801
AX-602599949	PS_chr01	321529588
AX-602604939	PS_chr01	321593627
AX-601723305	PS_chr01	321673384
AX-601725930	PS_chr01	321704704
AX-601725942	PS_chr01	321764196
AX-602605041	PS_chr01	321919621
AX-601726020	PS_chr01	322167396
AX-611192079	PS_chr01	322745262
AX-602600203	PS_chr01	322751674
AX-605273408	PS_chr01	325735532
AX-600420780	PS_chr01	325759998
AX-388502177	PS_chr01	325770025
AX-602600273	PS_chr01	326024556
AX-388887095	PS_chr01	326314895
AX-388168281	PS_chr01	326352590
AX-165891693	PS_chr01	326397318
AX-388319334	PS_chr01	326610493
AX-388459368	PS_chr01	331715809
AX-601571196	PS_chr01	331794677
AX-601571199	PS_chr01	331795384
AX-605273503	PS_chr01	331909362
AX-601723489	PS_chr01	333688273
AX-601571210	PS_chr01	336049343
AX-117403216	PS_chr01	336094551
AX-611192393	PS_chr01	336158096
AX-611200714	PS_chr01	336217689
AX-605871134	PS_chr01	336566405
AX-605397880	PS_chr01	337715016
AX-389850937	PS_chr01	337740151
AX-601593298	PS_chr01	337741486
AX-601849763	PS_chr01	338047144
AX-601848352	PS_chr01	338172014
AX-611561682	PS_chr01	338357255
AX-599746165	PS_chr01	338358838
AX-605397961	PS_chr01	338552100
AX-599716927	PS_chr01	338761925
AX-601849819	PS_chr01	340271063
AX-599717069	PS_chr01	340408300
AX-599746378	PS_chr01	340414198
AX-599717081	PS_chr01	340422179
AX-599717122	PS_chr01	340757125
AX-601848420	PS_chr01	340759453
AX-601593313	PS_chr01	341066508
AX-599717320	PS_chr01	341254696
AX-599717330	PS_chr01	341582276
AX-601593315	PS_chr01	341707383
AX-389949144	PS_chr01	341708072
AX-601849863	PS_chr01	342422502
AX-611604310	PS_chr01	342432668
AX-117398893	PS_chr01	342453720
AX-599717400	PS_chr01	342643963
AX-601848446	PS_chr01	342765887
AX-605996447	PS_chr01	342886166
AX-611562198	PS_chr01	343203723
AX-599717516	PS_chr01	343223047
AX-599746841	PS_chr01	343257573
AX-601848460	PS_chr01	343322996
AX-388074079	PS_chr01	343395244
AX-605398126	PS_chr01	343396045
AX-601848474	PS_chr01	343495743
AX-388074110	PS_chr01	343570491
AX-599717856	PS_chr01	344286194
AX-599747203	PS_chr01	344322698
AX-599747406	PS_chr01	345325332
AX-389178044	PS_chr01	346533558
AX-599718250	PS_chr01	347035187
AX-601630123	PS_chr01	356268588
AX-605816790	PS_chr01	356453244
AX-601502776	PS_chr01	356454539
AX-601497220	PS_chr01	357508732
AX-600085866	PS_chr01	358180918
AX-600108066	PS_chr01	358314602
AX-601597853	PS_chr01	358502765
AX-601901401	PS_chr01	358524094
AX-601597852	PS_chr01	358583014
AX-600107941	PS_chr01	359304467
AX-601601623	PS_chr01	359403596
AX-600085663	PS_chr01	359537984
AX-601901377	PS_chr01	359538120
AX-611814207	PS_chr01	359542933
AX-600107848	PS_chr01	360229157
AX-601597839	PS_chr01	360422367
AX-600085616	PS_chr01	360458240
AX-611878056	PS_chr01	360462535
AX-601601613	PS_chr01	360793121
AX-611877977	PS_chr01	360909635
AX-601643127	PS_chr01	385704414
AX-601643129	PS_chr01	385849027
AX-602214335	PS_chr01	385872829
AX-613285406	PS_chr01	386007086
AX-602214342	PS_chr01	387072651
AX-389698156	PS_chr01	387469254
AX-388299071	PS_chr01	387469609
AX-613285551	PS_chr01	388447474
AX-387711522	PS_chr01	388481579
AX-602214352	PS_chr01	389023985
AX-613285637	PS_chr01	389033907
AX-388081153	PS_chr01	389124912
AX-613285656	PS_chr01	389137725
AX-606524528	PS_chr01	389172837
AX-602214373	PS_chr01	389582382
AX-602208765	PS_chr01	392698408
AX-601646535	PS_chr01	393180030
AX-606513168	PS_chr01	396569599
AX-602208774	PS_chr01	396619814
AX-613286168	PS_chr01	398493827
AX-601643159	PS_chr01	398773932
AX-388333839	PS_chr01	398919656
AX-613286248	PS_chr01	398922852
AX-389276174	PS_chr01	398925556
AX-606513294	PS_chr01	398929205
AX-601646580	PS_chr01	399827264
AX-606513401	PS_chr01	399849839
AX-602214430	PS_chr01	399855748
AX-613286455	PS_chr01	399871106
AX-606524965	PS_chr01	399883685
AX-613356729	PS_chr01	400045545
AX-388664444	PS_chr01	400095274
AX-606513488	PS_chr01	400136368
AX-602214491	PS_chr01	400462203
AX-602214505	PS_chr01	402218901
AX-601646611	PS_chr01	404785907
AX-602214533	PS_chr01	404825330
AX-602208924	PS_chr01	404860708
AX-602214543	PS_chr01	404865419
AX-601646636	PS_chr01	404923541
AX-601643280	PS_chr01	404995959
AX-601646648	PS_chr01	404997865
AX-601646650	PS_chr01	405181538
AX-602208949	PS_chr01	405523556
AX-602208955	PS_chr01	405560931
AX-606513857	PS_chr01	405572238
AX-606525417	PS_chr01	405587726
AX-601646659	PS_chr01	405823034
AX-606525513	PS_chr01	408041094
AX-613287441	PS_chr01	408041462
AX-613787433	PS_chr01	409549654
AX-611396210	PS_chr01	426043116
AX-388874241	PS_chr01	426464796
AX-611396146	PS_chr01	426475114
AX-388083065	PS_chr01	426761888
AX-388849000	PS_chr01	426763325
AX-389868642	PS_chr01	428345159
AX-611423809	PS_chr01	428349111
AX-599486219	PS_chr01	428379036
AX-611396084	PS_chr01	429745992
AX-389504809	PS_chr01	430003814
AX-605346850	PS_chr01	430405919
AX-387830601	PS_chr01	430430958
AX-599486065	PS_chr01	430813232
AX-599486057	PS_chr01	430850880
AX-605929588	PS_chr01	431079758
AX-599477681	PS_chr01	432246182
AX-389775730	PS_chr01	432282271
AX-389446646	PS_chr01	434363322
AX-601583164	PS_chr01	434365084
AX-600769394	PS_chr01	446662217
AX-251999080	PS_chr01	447401012
AX-600769343	PS_chr01	447453996
AX-600769323	PS_chr01	447501832
AX-602000088	PS_chr01	447548671
AX-601616474	PS_chr01	447640859
AX-601612918	PS_chr01	447805610
AX-600755413	PS_chr01	449276678
AX-600755405	PS_chr01	449415235
AX-601616469	PS_chr01	449727573
AX-600769214	PS_chr01	449729831
AX-605645915	PS_chr01	449966903
AX-600769154	PS_chr01	450144310
AX-602000071	PS_chr01	450145193
AX-600769094	PS_chr01	450832326
AX-606194112	PS_chr01	454884108
AX-606185613	PS_chr01	455156656
AX-606185606	PS_chr01	455169741
AX-600768973	PS_chr01	455169890
AX-606194101	PS_chr01	455171292
AX-602000058	PS_chr01	455202261
AX-605638809	PS_chr01	455845150
AX-605638807	PS_chr01	455846024
AX-602000046	PS_chr01	455906465
AX-340397258	PS_chr01	455923116
AX-389614454	PS_chr01	456230238
AX-601616460	PS_chr01	456241859
AX-600768814	PS_chr01	456242094
AX-612379410	PS_chr01	456244044
AX-600754922	PS_chr01	456381855
AX-600754861	PS_chr01	456591942
AX-601616458	PS_chr01	456659025
AX-606493514	PS_chr01	457588157
AX-606493525	PS_chr01	457781161
AX-613959993	PS_chr01	459343009
AX-601423818	PS_chr01	460933279
AX-605797899	PS_chr01	460936905
AX-606193528	PS_chr01	480660905
AX-388663129	PS_chr01	480685025
AX-251980550	PS_chr01	480685526
AX-389061012	PS_chr01	480686125
AX-601617858	PS_chr01	481172215
AX-600816591	PS_chr01	482301591
AX-386128870	PS_chr01	482494835
AX-117407110	PS_chr01	482495277
AX-389877276	PS_chr01	482495752
AX-606193568	PS_chr01	482753368
AX-612416004	PS_chr01	482803905
AX-600816722	PS_chr01	483492794
AX-600803271	PS_chr01	483494232
AX-600803281	PS_chr01	483530244
AX-602007860	PS_chr01	483730109
AX-388644609	PS_chr01	486017235
AX-600816883	PS_chr01	486293122
AX-602007877	PS_chr01	486515522
AX-600803461	PS_chr01	486532323
AX-600816913	PS_chr01	486533547
AX-601614334	PS_chr01	486560277
AX-600803485	PS_chr01	486597971
AX-601617872	PS_chr01	486604798
AX-605650711	PS_chr01	486618830
AX-388817199	PS_chr01	509658726
AX-601422467	PS_chr01	515715883
AX-601416321	PS_chr01	515719285
AX-602103828	PS_chr01	515721219
AX-605797543	PS_chr01	515749461
AX-117398793	PS_chr01	515965825
AX-389375652	PS_chr01	517221079
AX-612816743	PS_chr01	517811350
AX-602103852	PS_chr01	518001923
AX-601416638	PS_chr01	519529483
AX-602103864	PS_chr01	519533588
AX-602103872	PS_chr01	519895446
AX-601422887	PS_chr01	520806181
AX-605797670	PS_chr01	521011704
AX-605805045	PS_chr01	522845781
AX-601423202	PS_chr01	522886714
AX-601417115	PS_chr01	523252374
AX-612817305	PS_chr01	523761358
AX-601423295	PS_chr01	525222937
AX-601632363	PS_chr01	526305733
AX-601417248	PS_chr01	526782750
AX-388246301	PS_chr01	526810807
AX-601417300	PS_chr01	527165748
AX-601417359	PS_chr01	528733697
AX-601417421	PS_chr01	529169904
AX-601628671	PS_chr01	529179184
AX-601423564	PS_chr01	529356193
AX-605797835	PS_chr01	529391202
AX-601632387	PS_chr01	530107057
AX-601423790	PS_chr01	530518708
AX-614067922	PS_chr01	536028866
AX-614067782	PS_chr01	536356814
AX-613718437	PS_chr01	536375534
AX-602401608	PS_chr01	536390270
AX-614067754	PS_chr01	536400384
AX-614067716	PS_chr01	536652027
AX-602401558	PS_chr01	537825257
AX-614100123	PS_chr01	537903682
AX-601672695	PS_chr01	538030011
AX-601618268	PS_chr01	539828767
AX-600964535	PS_chr01	539876711
AX-600976063	PS_chr01	539930063
AX-612471897	PS_chr01	540788285
AX-612471949	PS_chr01	541440064
AX-602030796	PS_chr01	542492256
AX-602032179	PS_chr01	544893216
AX-600964854	PS_chr01	545007520
AX-612472000	PS_chr01	545117344
AX-601618300	PS_chr01	545214929
AX-612472031	PS_chr01	545267810
AX-605690472	PS_chr01	545376290
AX-600964924	PS_chr01	545480030
AX-600976570	PS_chr01	545899748
AX-612542759	PS_chr01	546370529
AX-600976631	PS_chr01	546401667
AX-601618325	PS_chr01	546441265
AX-600976751	PS_chr01	547079784
AX-388079239	PS_chr01	547203764
AX-600976912	PS_chr01	547422300
AX-600965401	PS_chr01	547498375
AX-602030889	PS_chr01	547768327
AX-605697606	PS_chr01	547769120
AX-600965460	PS_chr01	548165694
AX-612472530	PS_chr01	549154919
AX-600977085	PS_chr01	549328097
AX-602032272	PS_chr01	549829015
AX-601622000	PS_chr01	549981785
AX-602032290	PS_chr01	550081020
AX-600965737	PS_chr01	551174786
AX-601622013	PS_chr01	551175054
AX-612472661	PS_chr01	551176031
AX-600977268	PS_chr01	551315869
AX-612472671	PS_chr01	551387211
AX-600977305	PS_chr01	551827674
AX-605690733	PS_chr01	552137557
AX-600977318	PS_chr01	552149809
AX-387761758	PS_chr01	552588308
AX-600965843	PS_chr01	553103285
AX-600977375	PS_chr01	553235597
AX-600977521	PS_chr01	554044322
AX-600977525	PS_chr01	554062005
AX-602032342	PS_chr01	557590217
AX-612473212	PS_chr01	558786980
AX-605697888	PS_chr01	558860227
AX-601622043	PS_chr01	559544010
AX-600966447	PS_chr01	559713043
AX-388476856	PS_chr01	559714548
AX-388814514	PS_chr01	559715320
AX-613764383	PS_chr01	560993957
AX-614153492	PS_chr01	560995589
AX-613764379	PS_chr01	561010750
AX-614153463	PS_chr01	561043021
AX-613730442	PS_chr01	561194313
AX-614153341	PS_chr01	561353881
AX-614153337	PS_chr01	561422542
AX-614135311	PS_chr01	562357333
AX-613724391	PS_chr01	562638130
AX-602412721	PS_chr01	562825724
AX-602412715	PS_chr01	562958043
AX-614135025	PS_chr01	563564813
AX-614102399	PS_chr01	563895617
AX-602412669	PS_chr01	564255393
AX-602412666	PS_chr01	564296207
AX-602407682	PS_chr01	564334355
AX-613758253	PS_chr01	564334607
AX-601670899	PS_chr01	564463467
AX-614102187	PS_chr01	564746598
AX-600680682	PS_chr01	565701159
AX-600665517	PS_chr01	565947411
AX-600665523	PS_chr01	565960740
AX-600665567	PS_chr01	566277953
AX-601984568	PS_chr01	566286053
AX-612312315	PS_chr01	566762776
AX-601614333	PS_chr01	566769684
AX-600665668	PS_chr01	566893341
AX-600665675	PS_chr01	566909913
AX-388591376	PS_chr01	566952728
AX-389214229	PS_chr01	567268262
AX-601610715	PS_chr01	568995631
AX-601610718	PS_chr01	569483568
AX-600665844	PS_chr01	569484190
AX-600681052	PS_chr01	569767593
AX-600681102	PS_chr01	571243513
AX-601610722	PS_chr01	572856291
AX-166187505	PS_chr01	573641604
AX-600666097	PS_chr01	573871762
