bin	mis
AX-389352367	43	15.9353348729792
AX-601725942	43	12.0092378752887
AX-601726020	43	9.2378752886836
AX-602599949	44	30.715935334873
AX-611192079	45	0
AX-165891693	46	32.1016166281755
AX-388459368	47	14.7806004618938
AX-599718250	47	10.6235565819861
AX-600085866	47	27.7136258660508
AX-601571199	48	0
AX-605273503	49	19.8614318706697
AX-605871134	50	11.5473441108545
AX-389850937	51	9.00692840646651
AX-605397961	51	12.70207852194
AX-599716927	51	0
AX-599717122	51	28.175519630485
AX-601593313	51	35.5658198614319
AX-117398893	51	1.84757505773672
AX-601597853	51	15.2424942263279
AX-601849819	52	20.554272517321
AX-601849863	52	26.0969976905312
AX-605398126	52	27.0207852193995
AX-601848474	52	14.3187066974596
AX-599717856	52	28.8683602771363
AX-599747203	52	25.4041570438799
AX-601497220	52	0
AX-600107941	52	0.23094688221709
AX-600085663	52	27.9445727482679
AX-611878056	52	3.23325635103926
AX-613285406	52	8.54503464203233
AX-601901377	53	12.70207852194
AX-611814207	53	19.1685912240185
AX-602214342	54	11.5473441108545
AX-388299071	54	33.0254041570439
AX-613285637	54	15.9353348729792
AX-613285656	55	0
AX-602208774	56	15.473441108545
AX-613286248	56	35.796766743649
AX-601646580	56	28.6374133949192
AX-389276174	57	31.6397228637413
AX-602214491	57	13.8568129330254
AX-601646611	58	50.8083140877598
AX-602214533	58	7.15935334872979
AX-611396146	59	11.5473441108545
AX-611396084	59	15.2424942263279
AX-387830601	59	12.2401847575058
AX-605929588	60	1.61662817551963
AX-600769394	61	0.46189376443418
AX-602000088	61	21.0161662817552
AX-602000071	62	28.4064665127021
AX-601423818	62	26.7898383371824
AX-600769094	63	12.70207852194
AX-606185613	64	0.23094688221709
AX-605638809	64	0.69284064665127
AX-340397258	64	1.15473441108545
AX-600754922	64	5.08083140877598
AX-601616460	65	0.46189376443418
AX-600768814	65	0.23094688221709
AX-601616458	65	3.46420323325635
AX-606493525	65	6.69745958429561
AX-601617858	66	4.6189376443418
AX-606193568	67	1.38568129330254
AX-388644609	68	2.54041570438799
AX-600816883	68	32.5635103926097
AX-601614334	68	34.8729792147806
AX-601416321	69	54.5034642032333
AX-601416638	70	57.9676674364896
AX-601445729	70	96.0739030023095
AX-389900670	70	60.7390300230947
AX-605454622	70	66.0508083140878
AX-389170339	70	51.7321016166282
AX-601036976	70	61.431870669746
AX-388338409	70	21.9399538106236
AX-599581506	70	46.8822170900693
AX-602103872	71	1.15473441108545
AX-605805045	72	8.77598152424942
AX-601423295	73	36.2586605080831
AX-601417359	74	30.715935334873
AX-602401608	75	26.0969976905312
AX-612471897	76	5.54272517321016
AX-602030796	77	11.3163972286374
AX-600964924	78	4.6189376443418
AX-600965401	78	26.0969976905312
AX-601618325	79	30.4849884526559
AX-601622000	80	0.23094688221709
AX-600965737	81	39.4919168591224
AX-601622013	81	0
AX-612472671	81	13.1639722863741
AX-600977318	81	0
AX-387761758	81	21.7090069284065
AX-605697888	81	91.2240184757506
AX-600977268	82	1.15473441108545
AX-614153492	83	18.2448036951501
AX-614135311	83	25.1732101616628
AX-605624675	83	29.5612009237875
AX-613730442	84	0.23094688221709
AX-602412715	85	8.08314087759815
AX-601610715	86	30.715935334873
AX-601610722	87	4.38799076212471
AX-600681355	88	0
AX-600666255	89	26.5588914549654
AX-600648849	89	9.2378752886836
AX-605616710	89	8.31408775981524
AX-389533453	90	0.69284064665127
AX-600633067	90	18.2448036951501
AX-600633030	90	22.4018475750577
AX-605609578	91	0.23094688221709
AX-600648204	91	16.3972286374134
AX-600632622	91	3.92609699769053
AX-388166627	91	48.2678983833718
AX-612219450	92	13.1639722863741
AX-601609949	92	19.6304849884527
AX-612288273	92	0.69284064665127
AX-600933225	93	47.8060046189376
AX-601614499	94	10.6235565819861
AX-600669855	95	32.3325635103926
AX-602206937	95	0.92378752886836
AX-117424976	95	30.0230946882217
AX-606518115	95	14.7806004618938
AX-606518104	96	5.31177829099307
AX-600980429	96	14.3187066974596
AX-601622427	96	38.1062355658199
AX-600980835	96	0
AX-600980897	96	0.46189376443418
AX-600992273	96	30.715935334873
AX-600992741	97	0.23094688221709
AX-388828727	98	11.0854503464203
AX-601674139	98	27.2517321016166
AX-601424037	98	1.38568129330254
AX-612887435	99	16.6281755196305
AX-601424106	100	39.0300230946882
AX-613604502	100	16.8591224018476
AX-389300836	101	25.8660508083141
AX-602300349	101	35.3348729792148
AX-613604523	101	22.6327944572748
AX-602382916	102	1.84757505773672
AX-614022994	102	24.9422632794457
AX-613989684	102	0.46189376443418
AX-601669122	102	4.38799076212471
AX-613700887	102	20.3233256351039
AX-602382667	102	34.1801385681293
AX-613734710	102	13.6258660508083
AX-602382879	103	18.7066974595843
AX-613989930	104	10.6235565819861
AX-388949192	104	20.554272517321
AX-601669141	104	23.094688221709
AX-601665956	104	3.46420323325635
AX-602382713	104	11.0854503464203
AX-613989129	104	2.54041570438799
AX-602382614	105	0
AX-117401847	106	7.85219399538106
AX-601002660	106	0
AX-601619311	106	33.0254041570439
AX-601003035	107	4.15704387990762
AX-601003143	108	0
AX-601014289	108	84.0646651270208
AX-601619322	109	15.0115473441109
AX-602037953	109	6.69745958429561
AX-602037979	109	2.77136258660508
AX-389889858	109	12.2401847575058
AX-605700014	109	93.3025404157044
AX-387891286	110	0.92378752886836
AX-601003860	110	34.8729792147806
AX-601003887	111	28.4064665127021
AX-600759724	112	12.0092378752887
AX-612383142	112	24.2494226327945
AX-600773321	113	15.473441108545
AX-612312642	114	32.1016166281755
AX-600758880	115	37.4133949191686
AX-612382661	116	25.4041570438799
AX-600758106	117	7.85219399538106
AX-612381270	117	7.15935334872979
AX-600756536	117	42.9561200923788
AX-605646356	118	14.3187066974596
AX-605639164	119	31.8706697459584
AX-600770204	119	8.77598152424942
AX-600769743	119	0.46189376443418
AX-600755950	120	26.5588914549654
AX-600755654	121	0
AX-602000110	121	3.23325635103926
AX-600204410	121	21.0161662817552
AX-388004516	121	26.0969976905312
AX-388287525	122	1.61662817551963
AX-605506302	122	0
AX-600184036	122	31.6397228637413
AX-601600289	122	31.6397228637413
AX-600206947	123	0.23094688221709
AX-606047863	123	8.08314087759815
AX-599869384	124	10.8545034642032
AX-601623991	125	19.8614318706697
AX-600442408	125	0.69284064665127
AX-606234579	125	33.0254041570439
AX-386196208	125	31.6397228637413
AX-117432139	125	29.7921478060046
AX-602207782	125	30.2540415704388
AX-606522222	125	32.7944572748268
AX-606522556	125	2.07852193995381
AX-388141602	125	10.6235565819861
AX-606522850	125	29.0993071593533
AX-602208479	125	3.92609699769053
AX-606371309	125	42.4942263279446
AX-602253393	125	27.2517321016166
AX-387949565	126	17.0900692840647
AX-387952580	126	0
AX-601620250	126	9.46882217090069
AX-602039339	126	26.7898383371824
AX-601642961	126	1.61662817551963
AX-606509968	126	12.933025404157
AX-602213448	126	24.7113163972286
AX-611534073	127	42.0323325635104
AX-389260853	127	0
AX-611498024	127	0.69284064665127
AX-600332506	127	24.4803695150115
AX-389861094	127	5.54272517321016
AX-606368988	127	10.8545034642032
AX-601638123	127	0
AX-613089175	127	0.46189376443418
AX-602149176	127	33.0254041570439
AX-175432492	127	3.46420323325635
AX-606380675	127	0
AX-388920503	127	0
AX-613022538	127	30.715935334873
AX-602149894	127	1.61662817551963
AX-602150078	127	4.38799076212471
AX-389845353	127	26.3279445727483
AX-613100586	127	25.8660508083141
AX-601594739	127	0
AX-599952127	127	15.2424942263279
AX-611779865	127	7.15935334872979
AX-605452461	127	16.6281755196305
AX-602170276	127	1.15473441108545
AX-601515720	127	0
AX-600135459	127	0.46189376443418
AX-387814677	127	2.54041570438799
AX-601908288	127	0
AX-605503495	127	40.8775981524249
AX-601437956	127	51.9630484988453
AX-388153709	127	25.1732101616628
AX-601439062	127	9.00692840646651
AX-601445151	127	26.0969976905312
AX-602103746	127	10.161662817552
AX-606308198	127	6.00461893764434
AX-602103769	127	29.0993071593533
AX-601440680	127	3.46420323325635
AX-389057711	127	38.3371824480369
AX-601446850	127	0
AX-602103933	127	49.6535796766744
AX-606616081	127	32.1016166281755
AX-613527221	127	31.1778290993072
AX-611534144	128	3.92609699769053
AX-599645956	128	0.46189376443418
AX-599622891	128	0
AX-387765214	128	0.23094688221709
AX-606369039	128	12.933025404157
AX-601634492	128	31.6397228637413
AX-606379719	128	2.3094688221709
AX-613089009	128	28.4064665127021
AX-613018822	128	20.0923787528868
AX-613019576	128	29.3302540415704
AX-388940805	128	18.4757505773672
AX-602151126	128	5.54272517321016
AX-613098868	128	4.15704387990762
AX-613947380	128	16.8591224018476
AX-601662759	128	19.6304849884527
AX-611778479	128	0.46189376443418
AX-599952290	128	9.93071593533487
AX-611851630	128	0.46189376443418
AX-600135558	128	2.07852193995381
AX-600158162	128	31.8706697459584
AX-600161137	128	17.5519630484988
AX-389766366	128	0
AX-600161221	128	0
AX-600141971	128	2.3094688221709
AX-611856916	128	0.69284064665127
AX-611857028	128	0
AX-388131972	128	0
AX-602103409	128	0
AX-388295055	128	0.23094688221709
AX-612904227	128	32.5635103926097
AX-601629237	128	31.4087759815243
AX-612904917	128	32.7944572748268
AX-606615292	128	1.15473441108545
AX-601638159	129	72.7482678983834
AX-600856469	129	87.7598152424942
AX-612612091	129	77.3672055427252
AX-612683735	129	67.8983833718245
AX-605458079	129	54.7344110854503
AX-611410525	129	78.0600461893765
AX-613129619	129	39.9538106235566
AX-389590730	129	50.1154734411085
AX-602724669	129	67.6674364896074
AX-601342924	129	53.1177829099307
AX-602152322	129	64.8960739030023
AX-602419007	129	59.8152424942263
AX-601844637	129	67.2055427251732
AX-599977645	130	32.7944572748268
AX-606091618	130	36.2586605080831
AX-605810387	130	28.175519630485
AX-600447079	130	21.4780600461894
AX-613474602	130	9.2378752886836
AX-613472628	130	22.4018475750577
AX-600136520	131	23.7875288683603
AX-612834103	132	38.568129330254
AX-613524260	132	25.1732101616628
AX-602254590	133	12.2401847575058
AX-606614484	133	0
AX-602254569	133	4.84988452655889
AX-606612569	133	0.46189376443418
AX-601648116	133	0.92378752886836
AX-606624042	133	31.8706697459584
AX-388331448	134	6.9284064665127
AX-602253493	134	29.7921478060046
AX-613521598	135	35.796766743649
AX-388027733	136	22.4018475750577
AX-602258716	136	1.38568129330254
AX-606623445	137	2.54041570438799
AX-613465384	137	32.7944572748268
AX-602253150	138	0
AX-613520509	139	8.31408775981524
AX-605515834	139	41.3394919168591
AX-600244457	139	10.8545034642032
AX-601188235	139	28.4064665127021
AX-606610854	140	0.23094688221709
AX-601648056	140	26.5588914549654
AX-388326895	140	30.715935334873
AX-600243886	140	1.61662817551963
AX-600244210	140	0.46189376443418
AX-600223412	140	21.7090069284065
AX-388072713	140	0
AX-389340000	141	22.8637413394919
AX-601188389	142	42.2632794457275
AX-613781426	142	25.1732101616628
AX-387687166	142	0
AX-601112833	142	0.23094688221709
AX-605721142	142	9.46882217090069
AX-602062027	143	12.0092378752887
AX-614176854	143	4.6189376443418
AX-601677280	143	33.9491916859122
AX-387687168	143	27.4826789838337
AX-601677293	143	0
AX-612650127	144	27.7136258660508
AX-601102315	144	33.0254041570439
AX-388337926	144	35.5658198614319
AX-602045817	144	4.84988452655889
AX-601102355	145	31.6397228637413
AX-602045749	145	21.9399538106236
AX-601101069	146	18.2448036951501
AX-612578664	147	27.7136258660508
AX-602402058	147	0.23094688221709
AX-613718830	147	0
AX-601669725	147	15.0115473441109
AX-614070124	147	11.5473441108545
AX-600347508	148	5.77367205542725
AX-612009909	148	14.5496535796767
AX-601604430	148	30.9468822170901
AX-600368030	148	0.23094688221709
AX-612009970	149	27.9445727482679
AX-600367084	149	28.6374133949192
AX-387901995	149	4.15704387990762
AX-600348749	149	0
AX-612012334	150	1.84757505773672
AX-601904206	151	25.8660508083141
AX-611890871	152	2.3094688221709
AX-611826610	152	35.5658198614319
AX-388830460	153	1.15473441108545
AX-602233486	154	0
AX-602227960	155	30.0230946882217
AX-606556373	155	27.7136258660508
AX-613364771	156	1.38568129330254
AX-602233243	156	9.93071593533487
AX-613363796	156	31.1778290993072
AX-613433986	157	27.2517321016166
AX-613433719	157	13.6258660508083
AX-606567899	157	54.2725173210162
AX-388280007	157	27.2517321016166
AX-613363673	158	26.3279445727483
AX-602232926	158	12.70207852194
AX-601648264	159	46.8822170900693
AX-601934687	159	46.4203233256351
AX-602405875	159	85.4503464203233
AX-602232761	160	27.0207852193995
AX-606566993	160	47.1131639722864
AX-602227181	161	64.4341801385681
AX-613430863	161	99.5381062355658
AX-601505176	161	55.8891454965358
AX-602227168	162	0
AX-601648206	162	4.84988452655889
AX-602227158	162	30.0230946882217
AX-606566578	163	8.77598152424942
AX-388321433	164	35.5658198614319
AX-601668910	165	22.1709006928406
AX-388767127	165	3.46420323325635
AX-388067257	165	28.4064665127021
AX-614018770	165	11.0854503464203
AX-388767107	166	33.7182448036951
AX-117424062	166	33.9491916859122
AX-613700099	166	0.23094688221709
AX-601664597	167	21.9399538106236
AX-388435540	168	31.6397228637413
AX-601664614	168	5.54272517321016
AX-613872498	168	3.00230946882217
AX-600440023	169	26.0969976905312
AX-611811906	169	33.4872979214781
AX-606081920	170	0.92378752886836
AX-605482934	170	4.84988452655889
AX-173191331	170	4.15704387990762
AX-600082593	171	22.6327944572748
AX-601939660	172	27.0207852193995
AX-600381171	172	22.8637413394919
AX-388903401	172	13.8568129330254
AX-600361166	172	8.77598152424942
AX-600360715	172	24.7113163972286
AX-388418856	173	32.7944572748268
AX-388088329	173	24.2494226327945
AX-390150257	173	4.38799076212471
AX-600360465	173	11.0854503464203
AX-388408296	173	2.3094688221709
AX-605555379	174	0
AX-606122628	174	0
AX-388408346	174	16.8591224018476
AX-600360333	174	0.46189376443418
AX-388421763	174	29.3302540415704
AX-388421745	174	26.5588914549654
AX-388027903	174	27.4826789838337
AX-601640749	175	9.00692840646651
AX-613127472	175	14.7806004618938
AX-601285666	175	14.0877598152425
AX-600443085	175	30.2540415704388
AX-388348757	176	0
AX-389909397	177	1.61662817551963
AX-605764702	177	0
AX-601278685	177	26.3279445727483
AX-601286718	177	32.5635103926097
AX-605764810	177	1.38568129330254
AX-612716042	177	31.1778290993072
AX-601278667	178	2.54041570438799
AX-601278792	178	26.7898383371824
AX-602076798	178	5.08083140877598
AX-601629975	179	0
AX-602077062	179	1.15473441108545
AX-601280991	180	0
AX-601648831	181	0.23094688221709
AX-613538038	181	1.61662817551963
AX-613486409	181	3.69515011547344
AX-602263763	182	10.3926096997691
AX-613539038	183	23.5565819861432
AX-606636678	183	0.23094688221709
AX-606636740	184	81.5242494226328
AX-601567347	184	92.1478060046189
AX-599599745	184	76.905311778291
AX-612055559	184	54.0415704387991
AX-599615339	184	93.0715935334873
AX-601640333	184	70.4387990762125
AX-601609617	184	54.7344110854503
AX-612811964	184	67.6674364896074
AX-606133554	184	37.4133949191686
AX-613715491	184	52.6558891454965
AX-599460881	184	43.4180138568129
AX-601020543	184	57.7367205542725
AX-605683582	184	69.7459584295612
AX-601649940	184	59.5842956120092
AX-601875139	184	37.4133949191686
AX-601215943	184	72.9792147806005
AX-602759722	185	1.38568129330254
AX-601791108	186	17.3210161662818
AX-602766438	187	12.70207852194
AX-601791365	187	0
AX-602070297	187	26.5588914549654
AX-612749402	187	0
AX-388300467	187	1.38568129330254
AX-614116963	187	30.2540415704388
AX-601232206	188	30.2540415704388
AX-389165357	188	0
AX-602070307	188	27.0207852193995
AX-601240593	188	27.0207852193995
AX-601240648	188	23.5565819861432
AX-601240737	188	0.23094688221709
AX-117414722	188	24.9422632794457
AX-602419258	188	0
AX-601567807	189	4.84988452655889
AX-601703601	190	0.46189376443418
AX-602550373	190	8.77598152424942
AX-601703599	191	0.23094688221709
AX-605869607	191	0.69284064665127
AX-611155687	191	22.1709006928406
AX-601567763	191	24.0184757505774
AX-601703495	192	13.1639722863741
AX-601706581	193	43.1870669745958
AX-602554701	194	27.9445727482679
AX-602549469	195	1.38568129330254
AX-601571982	195	31.4087759815243
AX-605861079	196	0.23094688221709
AX-601571986	196	21.4780600461894
AX-605257681	197	12.0092378752887
AX-600843490	198	2.07852193995381
AX-600843603	198	7.39030023094688
AX-600856580	199	33.4872979214781
AX-606209017	199	25.1732101616628
AX-602013016	199	91.9168591224018
AX-389983454	199	33.7182448036951
AX-600844432	199	32.1016166281755
AX-612447613	200	43.1870669745958
AX-600844523	200	26.0969976905312
AX-602013140	201	0
AX-600857699	201	20.554272517321
AX-605667823	202	27.7136258660508
AX-600858012	202	23.094688221709
AX-605660872	203	53.1177829099307
AX-600845836	204	6.9284064665127
AX-389023384	204	0.23094688221709
AX-612449204	204	23.094688221709
AX-605668093	204	24.4803695150115
AX-602013226	205	27.4826789838337
AX-612379501	205	7.85219399538106
AX-600846020	205	17.3210161662818
AX-601703004	205	16.1662817551963
AX-602542786	205	17.5519630484988
AX-601702951	205	9.46882217090069
AX-602542715	206	0
AX-602542896	206	3.46420323325635
AX-388305514	207	0.23094688221709
AX-601571660	207	24.4803695150115
AX-611144914	208	26.3279445727483
AX-601703177	209	21.9399538106236
AX-601567417	209	21.9399538106236
AX-611145297	209	20.7852193995381
AX-601703345	209	21.2471131639723
AX-611145501	210	30.2540415704388
AX-601567524	210	0.46189376443418
AX-602549468	210	33.256351039261
AX-601567553	210	12.70207852194
AX-611150938	210	20.7852193995381
AX-601571868	210	0
AX-601700841	210	49.6535796766744
AX-601700276	211	18.013856812933
AX-602549410	211	3.92609699769053
AX-386422567	211	29.5612009237875
AX-601703975	211	28.4064665127021
AX-388026435	212	3.23325635103926
AX-602545477	212	47.8060046189376
AX-613771609	213	4.15704387990762
AX-606473056	214	26.7898383371824
AX-613212114	215	29.7921478060046
AX-601640680	215	18.9376443418014
AX-600427050	216	2.54041570438799
AX-601640574	217	2.77136258660508
AX-602198442	218	0
AX-601643974	219	33.0254041570439
AX-606471454	219	32.5635103926097
AX-606493716	219	51.7321016166282
AX-606493458	219	95.8429561200924
AX-613209698	220	21.0161662817552
AX-602198413	220	41.5704387990762
AX-388410598	220	5.08083140877598
AX-601641968	220	8.08314087759815
AX-599818161	220	40.1847575057737
AX-606505688	221	47.1131639722864
AX-601645405	222	3.00230946882217
AX-602201564	223	18.4757505773672
AX-602206970	224	11.0854503464203
AX-611611030	224	29.3302540415704
AX-599790499	225	8.77598152424942
AX-601672840	225	25.8660508083141
AX-614103939	226	30.715935334873
AX-613718930	227	9.00692840646651
AX-613894538	228	29.7921478060046
AX-613860274	228	1.38568129330254
AX-602343282	228	8.31408775981524
AX-613894472	229	12.933025404157
AX-601660582	230	0.69284064665127
AX-612899456	231	0
AX-606307018	231	2.3094688221709
AX-389274032	231	17.0900692840647
AX-601432146	231	11.7782909930716
AX-605801596	232	8.77598152424942
AX-601632725	233	29.5612009237875
AX-606306910	233	10.161662817552
AX-601437903	234	0.46189376443418
AX-601431731	234	46.6512702078522
AX-601437350	235	3.46420323325635
AX-612897649	236	13.3949191685912
AX-602102244	236	20.7852193995381
AX-602102308	237	27.0207852193995
AX-602085725	237	31.4087759815243
AX-388400139	238	0
AX-601338050	238	7.15935334872979
AX-388400118	238	0.69284064665127
AX-388400123	238	33.7182448036951
AX-601330916	238	11.7782909930716
AX-601630892	238	0
AX-388043664	239	30.2540415704388
AX-601331065	239	7.62124711316397
AX-601338483	239	31.1778290993072
AX-600967131	240	6.69745958429561
AX-605698256	240	45.0346420323326
AX-599626895	240	0
AX-605383557	240	26.3279445727483
AX-599627446	240	33.256351039261
AX-601622075	241	0
AX-388093900	241	1.15473441108545
AX-599650132	241	9.69976905311778
AX-388360990	242	0
AX-614089645	243	25.8660508083141
AX-614041000	243	33.256351039261
AX-387785501	243	27.7136258660508
AX-388081887	243	25.8660508083141
AX-388080258	243	0
AX-388674048	243	30.0230946882217
AX-599622159	243	8.31408775981524
AX-614040775	244	27.2517321016166
AX-601587020	244	42.9561200923788
AX-251995772	244	3.92609699769053
AX-599645563	244	0
AX-602611875	244	37.1824480369515
AX-601725536	245	26.3279445727483
AX-602606884	245	29.0993071593533
AX-389682465	246	0.23094688221709
AX-388011514	246	25.4041570438799
AX-605872515	246	21.0161662817552
AX-602612382	247	4.38799076212471
AX-601728343	248	23.094688221709
AX-602607714	248	22.1709006928406
AX-601728432	248	24.7113163972286
AX-601984645	249	8.77598152424942
AX-389852799	249	20.3233256351039
AX-600684617	249	9.69976905311778
AX-612182101	249	0.46189376443418
AX-601841796	249	0
AX-601588137	249	7.39030023094688
AX-599700916	249	31.1778290993072
AX-606172771	250	9.00692840646651
AX-600684509	250	23.5565819861432
AX-606679211	250	16.6281755196305
AX-388833489	250	36.4896073903002
AX-601843219	250	0.46189376443418
AX-601170628	251	0
AX-601168988	251	18.013856812933
AX-602059383	251	25.635103926097
AX-601177311	251	5.31177829099307
AX-387714092	251	25.635103926097
AX-599615730	251	18.013856812933
AX-599595390	251	7.15935334872979
AX-599594426	251	0
AX-599614371	251	0
AX-601179178	252	25.8660508083141
AX-602057096	252	1.84757505773672
AX-601168728	252	0
AX-601623093	252	1.61662817551963
AX-602059341	252	33.0254041570439
AX-612700239	252	47.5750577367206
AX-611477260	252	0
AX-611511919	252	0
AX-599594457	252	0.69284064665127
AX-601829865	252	100
AX-601829862	252	20.3233256351039
AX-601828455	252	25.8660508083141
AX-601828397	253	3.23325635103926
AX-599591722	254	0
AX-599591638	254	1.84757505773672
AX-388320191	254	0.23094688221709
AX-599611718	255	3.23325635103926
AX-601829536	255	32.5635103926097
AX-388312562	255	29.7921478060046
AX-605367144	255	45.7274826789838
AX-388331912	256	27.4826789838337
AX-611508157	257	5.31177829099307
AX-601827952	257	1.61662817551963
AX-599609615	257	29.0993071593533
AX-389664574	258	0.23094688221709
AX-389124339	258	6.9284064665127
AX-605366826	258	0
AX-599609617	258	0
AX-388999209	259	4.15704387990762
AX-612365445	260	17.0900692840647
AX-388784449	260	0
AX-600828187	260	21.0161662817552
AX-602011009	260	0.46189376443418
AX-600828123	261	29.7921478060046
AX-388044032	261	31.4087759815243
AX-600828413	262	6.46651270207852
AX-389018010	262	0
AX-601800265	263	2.77136258660508
AX-601585846	263	21.2471131639723
AX-611364943	263	6.69745958429561
AX-602784400	264	36.027713625866
AX-605390477	265	0
AX-611560642	266	0
AX-601587833	266	0
AX-599659467	266	33.4872979214781
AX-599660148	266	0
AX-611562069	266	11.5473441108545
AX-388672923	266	33.0254041570439
AX-388088439	266	33.256351039261
AX-601581057	266	6.00461893764434
AX-602773385	266	1.15473441108545
AX-602767857	266	14.7806004618938
AX-602773195	266	37.4133949191686
AX-599658759	267	26.7898383371824
AX-599686336	267	17.5519630484988
AX-599687039	267	16.6281755196305
AX-389115093	267	13.8568129330254
AX-605323515	267	0.46189376443418
AX-605912625	267	4.38799076212471
AX-602031164	268	12.933025404157
AX-612545436	268	14.7806004618938
AX-388647087	268	0
AX-599608218	268	24.2494226327945
AX-599629661	268	24.2494226327945
AX-605691393	269	6.23556581986143
AX-612474983	269	15.9353348729792
AX-389654722	269	0.23094688221709
AX-601831894	270	36.2586605080831
AX-611486189	271	10.3926096997691
AX-599605228	272	12.2401847575058
AX-599605159	272	0.69284064665127
AX-605377838	272	0.46189376443418
AX-599626433	273	0
AX-599604501	274	25.635103926097
AX-601831486	274	13.8568129330254
AX-599625130	275	0
AX-599624818	275	34.4110854503464
AX-601590597	276	26.5588914549654
AX-611483433	276	18.9376443418014
AX-389052940	276	7.85219399538106
AX-599603137	276	24.2494226327945
AX-599624344	276	0
AX-599623437	276	3.46420323325635
AX-599600798	277	40.1847575057737
AX-599621669	277	21.2471131639723
AX-599600531	277	0
AX-599599845	277	38.1062355658199
AX-611480750	277	26.3279445727483
AX-601830735	278	15.7043879907621
AX-611515355	278	0
AX-599619521	278	0
AX-611480087	278	21.4780600461894
AX-611479910	278	0.69284064665127
AX-605368844	278	24.7113163972286
AX-605368756	279	9.00692840646651
AX-605375697	280	30.2540415704388
AX-601828934	280	26.3279445727483
AX-600466009	281	0.46189376443418
AX-600396213	281	28.8683602771363
AX-601609388	281	19.3995381062356
